"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"X551567","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythromicrobium",""
"X3055791","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","panacihumi"
"X222818","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","granulosum"
"X246846","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Xenorhabdus","poinarii"
"X112194","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia",""
"X91023","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","[Melioribacteraceae]","",""
"X4469855","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"X341179","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","WCHB1-25","",""
"X3893713","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula",""
"X2020091","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","","",""
"X3599069","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Salinispora",""
"X4093080","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia",""
"X2867948","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Larkinella",""
"X4379525","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia",""
"X885628","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Alloiococcus","otitis"
"X4374322","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","venetianus"
"X219094","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]","","",""
"X66199","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azomonas",""
"X998869","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Agrococcus","jenensis"
