"","CCIS00146684ST-4-0","CCIS00281083ST-3-0","CCIS02124300ST-4-0","CCIS02379307ST-4-0","CCIS02856720ST-4-0","CCIS03473770ST-4-0","CCIS03857607ST-4-0","CCIS05314658ST-4-0","CCIS06260551ST-3-0","CCIS07277498ST-4-0","CCIS07539127ST-4-0","CCIS07648107ST-4-0","CCIS08668806ST-3-0","CCIS09568613ST-4-0","CCIS10706551ST-3-0","CCIS10793554ST-4-0","CCIS11015875ST-4-0","CCIS11019776ST-4-0","CCIS11354283ST-4-0","CCIS11362406ST-4-0","CCIS11558985ST-4-0","CCIS12370844ST-4-0","CCIS12656533ST-4-0","CCIS13047523ST-4-0","CCIS14449628ST-4-0","CCIS15704761ST-4-0","CCIS15794887ST-4-0","CCIS16326685ST-4-0","CCIS16383318ST-4-0","CCIS16561622ST-4-0","CCIS17669415ST-4-0","CCIS19142497ST-3-0","CCIS20795251ST-4-0","CCIS21126322ST-4-0","CCIS21278152ST-4-0","CCIS22275061ST-4-0","CCIS22416007ST-4-0","CCIS22906510ST-20-0","CCIS22958137ST-20-0","CCIS23164343ST-4-0","CCIS24254057ST-4-0","CCIS24898163ST-4-0","CCIS25399172ST-4-0","CCIS27304052ST-3-0","CCIS27927933ST-4-0","CCIS28384594ST-4-0","CCIS29210128ST-4-0","CCIS29688262ST-20-0","CCIS31434951ST-20-0","CCIS32105356ST-4-0","CCIS32452666ST-4-0","CCIS33816588ST-4-0","CCIS34055159ST-4-0","CCIS34604008ST-4-0","CCIS35092938ST-4-0","CCIS35100175ST-4-0","CCIS36699628ST-4-0","CCIS36797902ST-4-0","CCIS37250421ST-4-0","CCIS38765456ST-20-0","CCIS40244499ST-3-0","CCIS41222843ST-4-0","CCIS41288781ST-4-0","CCIS41548810ST-4-0","CCIS41692898ST-4-0","CCIS41806458ST-4-0","CCIS44093303ST-4-0","CCIS44676181ST-4-0","CCIS44743950ST-4-0","CCIS44757994ST-4-0","CCIS45571137ST-3-0","CCIS45793747ST-4-0","CCIS46047672ST-4-0","CCIS46467422ST-4-0","CCIS47284573ST-4-0","CCIS47745468ST-4-0","CCIS48174381ST-4-0","CCIS48507077ST-4-0","CCIS48579360ST-4-0","CCIS48725289ST-4-0","CCIS50003399ST-4-0","CCIS50148151ST-4-0","CCIS50369211ST-20-0","CCIS50471204ST-4-0","CCIS50561855ST-4-0","CCIS51595129ST-4-0","CCIS51667829ST-4-0","CCIS52234160ST-4-0","CCIS52370277ST-4-0","CCIS53043478ST-4-0","CCIS53355328ST-4-0","CCIS53557295ST-4-0","CCIS54027808ST-4-0","CCIS55230578ST-4-0","CCIS55531770ST-4-0","CCIS56503244ST-3-0","CCIS58234805ST-4-0","CCIS59132091ST-4-0","CCIS59903910ST-4-0","CCIS61287323ST-4-0","CCIS62605362ST-3-0","CCIS62794166ST-4-0","CCIS63448910ST-4-0","CCIS63468405ST-4-0","CCIS63910149ST-4-0","CCIS64773582ST-4-0","CCIS64785924ST-20-0","CCIS65479369ST-4-0","CCIS70398272ST-4-0","CCIS71301801ST-4-0","CCIS71578391ST-4-0","CCIS72607085ST-4-0","CCIS74239020ST-4-0","CCIS74726977ST-3-0","CCIS76563044ST-4-0","CCIS76845094ST-20-0","CCIS77100899ST-4-0","CCIS77252613ST-4-0","CCIS78100604ST-4-0","CCIS78318719ST-4-0","CCIS79210440ST-3-0","CCIS80834637ST-4-0","CCIS81139242ST-4-0","CCIS81710917ST-20-0","CCIS81735969ST-20-0","CCIS81887263ST-4-0","CCIS82146115ST-4-0","CCIS82507866ST-3-0","CCIS82944710ST-20-0","CCIS83445808ST-4-0","CCIS83574003ST-4-0","CCIS83870198ST-4-0","CCIS84543192ST-4-0","CCIS85214191ST-3-0","CCIS87116798ST-4-0","CCIS87167916ST-4-0","CCIS87252800ST-4-0","CCIS87290971ST-4-0","CCIS87605453ST-4-0","CCIS88007743ST-4-0","CCIS88317640ST-4-0","CCIS90164298ST-4-0","CCIS90166425ST-4-0","CCIS90443472ST-4-0","CCIS90903952ST-3-0","CCIS91228662ST-4-0","CCIS93040568ST-20-0","CCIS94417875ST-3-0","CCIS94496512ST-4-0","CCIS94603952ST-4-0","CCIS95097901ST-4-0","CCIS95409808ST-4-0","CCIS96387239ST-4-0","CCIS98482370ST-3-0","CCIS98512455ST-4-0","CCIS98832363ST-4-0","CCMD11006829ST-21-0","CCMD12232071ST-21-0","CCMD13071240ST-21-0","CCMD13934959ST-21-0","CCMD14479708ST-21-0","CCMD18872694ST-21-0","CCMD19497912ST-21-0","CCMD23101338ST-21-0","CCMD25511638ST-21-0","CCMD25963797ST-21-0","CCMD26709089ST-21-0","CCMD26925580ST-21-0","CCMD34381688ST-21-0","CCMD35802077ST-21-0","CCMD40701343ST-21-0","CCMD42428553ST-21-0","CCMD45988061ST-21-0","CCMD46222674ST-21-0","CCMD46947453ST-21-0","CCMD48236717ST-21-0","CCMD50071957ST-21-0","CCMD51864103ST-21-0","CCMD60079086ST-21-0","CCMD63399960ST-21-0","CCMD64503764ST-21-0","CCMD64776337ST-21-0","CCMD72895164ST-21-0","CCMD74930188ST-21-0","CCMD79987997ST-21-0","CCMD82866709ST-21-0","CCMD86114146ST-21-0","CCMD86707194ST-21-0","CCMD87156761ST-21-0","CCMD88272491ST-21-0","CCMD90311071ST-21-0","CCMD93344354ST-21-0","CCMD95433940ST-21-0","CCMD96553385ST-21-0","MMPU29365221ST","MMPU68403337ST","MMPU72854103ST","MMPU84450604ST","MMPU99077057ST"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii|t__Acinetobacter_johnsonii_unclassified",0,0,0,0,0,0,0,0,0,0,0,1517,0,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus",0,0,0,0,0,0,0,0,0,0,0,0,219577,0,0,0,0,0,0,0,0,0,0,3717,0,0,2010781,0,0,0,9469,719652,0,0,0,0,0,0,0,0,0,5436,132805,0,0,0,332782,0,0,0,0,0,29317,0,0,428,0,0,0,0,0,0,0,588617,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852689,0,3240,13471,0,0,0,0,0,0,0,0,8535108,0,11712,0,0,0,0,221,0,0,0,0,2430804,0,0,1585,0,0,963470,0,0,0,0,0,0,0,0,0,0,0,0,0,236281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21266,0,2283460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus|t__GCF_000242435",0,0,0,0,0,0,0,0,0,0,0,0,219577,0,0,0,0,0,0,0,0,0,0,3717,0,0,2010781,0,0,0,9469,719652,0,0,0,0,0,0,0,0,0,5436,132805,0,0,0,332782,0,0,0,0,0,29317,0,0,428,0,0,0,0,0,0,0,588617,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852689,0,3240,13471,0,0,0,0,0,0,0,0,8535108,0,11712,0,0,0,0,221,0,0,0,0,2430804,0,0,1585,0,0,963470,0,0,0,0,0,0,0,0,0,0,0,0,0,236281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21266,0,2283460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Deinococcus_Thermus",0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,1145,0,12436,0,1519,0,0,1430,0,5185,1116,0,3355,1757,3372,0,0,1222,0,0,0,0,0,2412,0,0,0,0,1330,0,2749,0,1045,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,1953,0,0,0,0,0,1777,0,1679,0,0,0,3578,0,0,0,0,0,2949,0,1246,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,4706,1695,0,0,954,0,0,0,0,0,0,0,0,1700,0,2131,5287,0,0,0,0,0,0,0,2987,2321,0,0,2819,0,0,0,0,0,0,1598,0,0,0,4148,1439,0,1427,0,0,0,1813,0,0,0,0,0,2110,0,0,0,0,0,0,3815,0,0,0,1627,2181,0,0,4798,0,2812,0,0,1690,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,8354,0,0,0,0,0,0,0,0,0,0,27132,997707,0,0,0,4355,504,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0,0,123102,0,0,0,56263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359,0,0,0,0,0,0,0,0,165,230,0,0,0,0,0,0,0,2501,0,0,0,0,9342,0,0,0,2472,5537,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,18074,0,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50716,0,0,106,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,16537,0,166,1921,0,0,0,0,0,0,0,49614,0,0,21150,0,0,3799,10042,0,0,1078,2980,0,0,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Deinococcus_Thermus|c__Deinococci",0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,1145,0,12436,0,1519,0,0,1430,0,5185,1116,0,3355,1757,3372,0,0,1222,0,0,0,0,0,2412,0,0,0,0,1330,0,2749,0,1045,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,1953,0,0,0,0,0,1777,0,1679,0,0,0,3578,0,0,0,0,0,2949,0,1246,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,4706,1695,0,0,954,0,0,0,0,0,0,0,0,1700,0,2131,5287,0,0,0,0,0,0,0,2987,2321,0,0,2819,0,0,0,0,0,0,1598,0,0,0,4148,1439,0,1427,0,0,0,1813,0,0,0,0,0,2110,0,0,0,0,0,0,3815,0,0,0,1627,2181,0,0,4798,0,2812,0,0,1690,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,8354,0,0,0,0,0,0,0,0,0,0,27132,997707,0,0,0,4355,504,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0,0,123102,0,0,0,56263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359,0,0,0,0,0,0,0,0,165,230,0,0,0,0,0,0,0,2501,0,0,0,0,9342,0,0,0,2472,5537,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,18074,0,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50716,0,0,106,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,16537,0,166,1921,0,0,0,0,0,0,0,49614,0,0,21150,0,0,3799,10042,0,0,1078,2980,0,0,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales",0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,1145,0,12436,0,1519,0,0,1430,0,5185,1116,0,3355,1757,3372,0,0,1222,0,0,0,0,0,2412,0,0,0,0,1330,0,2749,0,1045,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,1953,0,0,0,0,0,1777,0,1679,0,0,0,3578,0,0,0,0,0,2949,0,1246,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,4706,1695,0,0,954,0,0,0,0,0,0,0,0,1700,0,2131,5287,0,0,0,0,0,0,0,2987,2321,0,0,2819,0,0,0,0,0,0,1598,0,0,0,4148,1439,0,1427,0,0,0,1813,0,0,0,0,0,2110,0,0,0,0,0,0,3815,0,0,0,1627,2181,0,0,4798,0,2812,0,0,1690,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,1145,0,12436,0,1519,0,0,1430,0,5185,1116,0,3355,1757,3372,0,0,1222,0,0,0,0,0,2412,0,0,0,0,1330,0,2749,0,1045,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,1953,0,0,0,0,0,1777,0,1679,0,0,0,3578,0,0,0,0,0,2949,0,1246,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,4706,1695,0,0,954,0,0,0,0,0,0,0,0,1700,0,2131,5287,0,0,0,0,0,0,0,2987,2321,0,0,2819,0,0,0,0,0,0,1598,0,0,0,4148,1439,0,1427,0,0,0,1813,0,0,0,0,0,2110,0,0,0,0,0,0,3815,0,0,0,1627,2181,0,0,4798,0,2812,0,0,1690,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea",0,0,0,0,0,0,0,0,0,0,0,0,0,12846,0,0,0,0,0,23949,0,0,0,0,0,0,0,0,6864,0,4927,0,0,0,0,0,0,0,9021,0,0,0,0,0,0,0,0,0,0,0,0,0,57194,0,0,0,21578,3147,0,4305,0,0,0,0,0,0,6938,0,11549,49168,0,0,4419,0,0,0,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11585,0,0,0,0,0,27997,0,0,2464,6605,0,0,0,0,0,0,0,6243,0,0,0,0,0,0,0,0,0,0,0,1929,0,0,0,0,0,6259,0,0,0,0,0,0,0,0,0,7787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9285,0,0,0,8038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60571,0,0,0,0,0,136,0,0,4141,0,0,0,0,0,398,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5437,0,0,0,0,0,0,0,0,0,0,2056,0,0,5775,0,0,2629,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,1498,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,1145,0,12436,0,1519,0,0,1430,0,5185,1116,0,3355,1757,3372,0,0,1222,0,0,0,0,0,2412,0,0,0,0,1330,0,2749,0,1045,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,1953,0,0,0,0,0,1777,0,1679,0,0,0,3578,0,0,0,0,0,2949,0,1246,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,4706,1695,0,0,954,0,0,0,0,0,0,0,0,1700,0,2131,5287,0,0,0,0,0,0,0,2987,2321,0,0,2819,0,0,0,0,0,0,1598,0,0,0,4148,1439,0,1427,0,0,0,1813,0,0,0,0,0,2110,0,0,0,0,0,0,3815,0,0,0,1627,2181,0,0,4798,0,2812,0,0,1690,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa",0,0,0,0,0,0,0,0,0,0,0,0,0,262587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32113,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27179,0,0,0,0,0,0,0,0,0,0,0,4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13759,0,0,0,0,0,0,0,0,0,0,0,0,0,30624,0,0,0,0,0,0,0,0,0,0,0,4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_D6",0,0,0,0,0,0,0,0,0,0,0,0,0,120925,0,0,0,0,334047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91822,0,0,0,0,0,0,0,0,0,0,0,0,0,106720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_29_1",0,0,0,0,0,0,0,0,0,0,0,0,0,85202,0,0,0,0,156904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789466,0,0,0,0,850925,0,0,0,0,0,116063,0,0,0,2996229,0,0,0,0,0,351698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174789,0,0,0,0,0,0,0,0,58816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136672,0,0,0,0,0,0,0,0,0,136839,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,12846,0,0,0,0,0,23949,0,0,0,0,0,0,0,0,6864,0,4927,0,0,0,0,0,0,0,9021,0,0,0,0,0,0,0,0,0,0,0,0,0,57194,0,0,0,21578,3147,0,4305,0,0,0,0,0,0,6938,0,11549,49168,0,0,4419,0,0,0,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11585,0,0,0,0,0,27997,0,0,2464,6605,0,0,0,0,0,0,0,6243,0,0,0,0,0,0,0,0,0,0,0,1929,0,0,0,0,0,6259,0,0,0,0,0,0,0,0,0,7787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9285,0,0,0,8038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis",0,0,0,0,0,0,0,0,0,0,0,0,0,10243,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,719,0,0,0,0,0,0,0,0,0,4762,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,34271,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52001,0,0,0,0,0,0,22663,0,0,0,0,22787,0,0,0,0,0,0,0,83656,0,0,0,0,0,5080,0,0,0,2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_pullorum",0,0,0,0,0,0,0,0,0,0,0,0,0,8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida",0,0,0,0,0,0,0,0,0,0,0,0,0,4765,0,0,0,104501,0,294288,0,0,0,0,0,0,0,0,902578,0,0,0,0,0,11567,0,0,0,0,0,0,0,0,0,0,0,3254,0,0,0,0,0,0,0,0,0,0,0,0,22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142368,0,0,0,0,0,0,24477,0,0,1171,0,0,0,0,0,0,0,3555,0,0,0,0,0,0,0,0,0,389246,0,141301,18027,0,0,0,0,0,0,0,0,0,0,0,1596691,0,2739,0,0,0,81216,0,0,467780,0,0,0,0,0,0,15571,0,0,0,38945,0,0,0,0,0,0,0,0,0,0,10680,0,0,0,0,0,0,0,0,0,2628911,0,0,0,0,0,0,0,0,0,0,0,0,13969,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna",0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60571,0,0,0,0,0,136,0,0,4141,0,0,0,0,0,398,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5437,0,0,0,0,0,0,0,0,0,0,2056,0,0,5775,0,0,2629,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,1498,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,1145,0,12436,0,1519,0,0,1430,0,5185,1116,0,3355,1757,3372,0,0,1222,0,0,0,0,0,2412,0,0,0,0,1330,0,2749,0,1045,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,1953,0,0,0,0,0,1777,0,1679,0,0,0,3578,0,0,0,0,0,2949,0,1246,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,4706,1695,0,0,954,0,0,0,0,0,0,0,0,1700,0,2131,5287,0,0,0,0,0,0,0,2987,2321,0,0,2819,0,0,0,0,0,0,1598,0,0,0,4148,1439,0,1427,0,0,0,1813,0,0,0,0,0,2110,0,0,0,0,0,0,3815,0,0,0,1627,2181,0,0,4798,0,2812,0,0,1690,0,0,0,0,0,0,0
